dataset,model,n_cycles,seed,feature,mean_abs_shap_log_cycles,mean_shap_log_cycles,relative_importance,rank,train_cells,test_cells,MAE,SMAPE,R2,attribution_MAE,attribution_SMAPE,attribution_R2,metric_source
matr,catboost,100,456,range_Qdis,0.011043853122466833,-0.0015266128069857871,0.02371171888453187,9,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,max_drop,0.005197108002473719,0.004294927059346587,0.011158457342801182,23,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,std_diff,0.01901107929011955,0.006276653406804956,0.040817761955002335,6,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,skewness_Qdis,0.007246650302856536,0.004331722046571646,0.015558929744029467,15,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,slope_ratio,0.01865937908308837,0.0015823130515690942,0.0400626435784468,7,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,Qdis_cycle10,0.004711811272105572,-0.003548200199308321,0.010116500380999283,25,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,mean_diff,0.008913255481717845,-0.004665916813042675,0.019137216511740236,11,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,poly2_a,0.008533293094647652,-0.0028094104598124225,0.018321417785607624,12,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,poly2_b,0.007384860351902467,0.0013307533168573874,0.015855673805513552,14,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,poly2_c,0.04637198913533319,0.006540455559608427,0.09956303821686296,4,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,exp_decay_k,0.006722867084553291,0.003025771622345054,0.014434340319386,16,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,cycle_to_99pct,0.001464236972309362,-0.00043204629219654024,0.0031437918526013913,31,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,cycle_to_98pct,0.0006652894570143013,-0.00021858631179553551,0.001428410574337873,32,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,cycle_to_95pct,0.0,0.0,0.0,34,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,slope_first_quarter,0.005090684374033102,0.0012303822323593973,0.01092996035608174,24,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,slope_last_quarter,0.059143692191114414,0.008031797220126868,0.12698453949700284,2,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,autocorr_lag1,0.003898023535500036,0.000800743606465782,0.00836925638670757,29,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,knee_cycle,0.006302294645290753,-0.0035594383834152846,0.013531349729074018,19,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,n_capacity_jumps,0.0005135959306100676,0.00014815419638561678,0.001102716795652679,33,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,accel_mean,0.08887978549936879,0.02441622574877102,0.19082945643230179,1,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,accel_std,0.003639125403545087,0.0005238523780890299,0.00781338882340599,30,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,accel_max_abs,0.01779062391135249,0.004130828577450388,0.03819738168268889,8,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,linearity_r2,0.007960870905055486,0.00022670507783564543,0.017092397995832852,13,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,kurtosis_Qdis,0.006041660631162659,-0.0003955272972407043,0.012971755137746092,20,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,fft_top3_energy_ratio,0.010775619719323214,0.0032414469572993017,0.02313580801535851,10,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,spectral_entropy,0.0046987387933245545,0.001581556397439995,0.010088433098815955,26,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
